layer, FSRAM required per lane (bytes), ISRAM required per lane (bytes),,,,,,,,,,,,,,,,,,,,,,,,
Conv1,363,22473,,,,,,,,,,,,,,,,,,,,,,,,
Conv2,2400,52800,,,,,,,,,,,,,,,,,,,,,,,,
Conv3,2304,20736,,,,,,,,,,,,,,,,,,,,,,,,
Conv4,3456,14976,,,,,,,,,,,,,,,,,,,,,,,,
Conv5,3456,14976,,,,,,,,,,,,,,,,,,,,,,,,
max,3456,52800,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
layer,round,phase,run cycles,filter stalls,IF stalls,MACops,ISRAM read (bytes),FSRAM read (bytes),ISRAM write (bytes),FSRAM write (bytes),DRAM read (bytes), DRAM write (bytes),h lanes, v lanes, isram read energy(pJ), fsram read energy (pJ), isram write energy(pJ), fsram write energy (pJ), dram read energy (pJ), dram write energy (pJ), mac op energy (pJ), energy (pJ), start cycle offset,ISRAM write preload (bytes), ISRAM write preload energy (pJ),
Conv1,0,96,715,0,1501,8921088,92928,34848,122880,0,33792,0,96,256,1411353.2928,175092.0336,889270.272,0.0,3379200.0,0.0,3568435.2,9423350.7984,34848,33792,244549.3248,
Conv1,0,97,715,0,1501,8921088,92928,34848,122880,0,33792,0,96,256,1411353.2928,175092.0336,889270.272,0.0,3379200.0,0.0,3568435.2,9423350.7984,35211,33792,244549.3248,
Conv1,0,98,715,0,1501,8921088,92928,34848,122880,0,33792,0,96,256,1411353.2928,175092.0336,889270.272,0.0,3379200.0,0.0,3568435.2,9423350.7984,35574,33792,244549.3248,
Conv1,0,99,715,0,1501,8921088,92928,34848,122880,0,33792,0,96,256,1411353.2928,175092.0336,889270.272,0.0,3379200.0,0.0,3568435.2,9423350.7984,35937,33792,244549.3248,
Conv1,0,100,715,0,1501,8921088,92928,34848,122880,0,33792,0,96,256,1411353.2928,175092.0336,889270.272,0.0,3379200.0,0.0,3568435.2,9423350.7984,36300,33792,244549.3248,
Conv1,0,101,715,0,1501,8921088,92928,34848,122880,0,33792,0,96,256,1411353.2928,175092.0336,889270.272,0.0,3379200.0,0.0,3568435.2,9423350.7984,36663,33792,244549.3248,
Conv1,0,102,715,0,1501,8921088,92928,34848,122880,0,33792,0,96,256,1411353.2928,175092.0336,889270.272,0.0,3379200.0,0.0,3568435.2,9423350.7984,37026,33792,244549.3248,
Conv1,0,103,715,0,1501,8921088,92928,34848,122880,0,33792,0,96,256,1411353.2928,175092.0336,889270.272,0.0,3379200.0,0.0,3568435.2,9423350.7984,37389,33792,244549.3248,
Conv1,0,104,715,0,1501,8921088,92928,34848,122880,0,33792,0,96,256,1411353.2928,175092.0336,889270.272,0.0,3379200.0,0.0,3568435.2,9423350.7984,37752,33792,244549.3248,
Conv1,0,105,715,0,1501,8921088,92928,34848,122880,0,33792,0,96,256,1411353.2928,175092.0336,889270.272,0.0,3379200.0,0.0,3568435.2,9423350.7984,38115,33792,244549.3248,
Conv1,0,106,715,0,1501,8921088,92928,34848,122880,0,33792,0,96,256,1411353.2928,175092.0336,889270.272,0.0,3379200.0,0.0,3568435.2,9423350.7984,38478,33792,244549.3248,
Conv1,0,107,715,0,1501,8921088,92928,34848,122880,0,33792,0,96,256,1411353.2928,175092.0336,889270.272,0.0,3379200.0,0.0,3568435.2,9423350.7984,38841,33792,244549.3248,
Conv1,0,108,715,0,1501,8921088,92928,34848,122880,0,33792,0,96,256,1411353.2928,175092.0336,889270.272,0.0,3379200.0,0.0,3568435.2,9423350.7984,39204,33792,244549.3248,
Conv1,0,109,715,0,1501,8921088,92928,34848,122880,0,33792,0,96,256,1411353.2928,175092.0336,889270.272,0.0,3379200.0,0.0,3568435.2,9423350.7984,39567,33792,244549.3248,
Conv1,0,110,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,39930,5016,36300.2904,
Conv1,0,111,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,40293,5016,36300.2904,
Conv1,0,112,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,40656,5016,36300.2904,
Conv1,0,113,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,41019,5016,36300.2904,
Conv1,0,114,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,41382,5016,36300.2904,
Conv1,0,115,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,41745,5016,36300.2904,
Conv1,0,116,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,42108,5016,36300.2904,
Conv1,0,117,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,42471,5016,36300.2904,
Conv1,0,118,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,42834,5016,36300.2904,
Conv1,0,119,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,43197,5016,36300.2904,
Conv1,0,120,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,43560,5016,36300.2904,
Conv1,0,121,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,43923,5016,36300.2904,
Conv1,0,122,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,44286,5016,36300.2904,
Conv1,0,123,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,44649,5016,36300.2904,
Conv1,0,124,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,45012,5016,36300.2904,
Conv1,0,125,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,45375,5016,36300.2904,
Conv1,0,126,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,45738,5016,36300.2904,
Conv1,0,127,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,46101,5016,36300.2904,
Conv1,0,128,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,46464,5016,36300.2904,
Conv1,0,129,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,46827,5016,36300.2904,
Conv1,0,130,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,47190,5016,36300.2904,
Conv1,0,131,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,47553,5016,36300.2904,
Conv1,0,132,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,47916,5016,36300.2904,
Conv1,0,133,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,48279,5016,36300.2904,
Conv1,0,134,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,48642,5016,36300.2904,
Conv1,0,135,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,49005,5016,36300.2904,
Conv1,0,136,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,49368,5016,36300.2904,
Conv1,0,137,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,49731,5016,36300.2904,
Conv1,0,138,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,50094,5016,36300.2904,
Conv1,0,139,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,50457,5016,36300.2904,
Conv1,0,140,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,50820,5016,36300.2904,
Conv1,0,141,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,51183,5016,36300.2904,
Conv1,0,142,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,51546,5016,36300.2904,
Conv1,0,143,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,51909,5016,36300.2904,
Conv1,0,144,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,52272,5016,36300.2904,
Conv1,0,145,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,52635,5016,36300.2904,
Conv1,0,146,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,52998,5016,36300.2904,
Conv1,0,147,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,53361,5016,36300.2904,
Conv1,0,148,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,53724,5016,36300.2904,
Conv1,0,149,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,54087,5016,36300.2904,
Conv1,0,150,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,54450,5016,36300.2904,
Conv1,0,151,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,54813,5016,36300.2904,
Conv1,0,152,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,55176,5016,36300.2904,
Conv1,0,153,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,55539,5016,36300.2904,
Conv1,0,154,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,55902,5016,36300.2904,
Conv1,0,155,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,56265,5016,36300.2904,
Conv1,0,156,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,56628,5016,36300.2904,
Conv1,0,157,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,56991,5016,36300.2904,
Conv1,0,158,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,57354,5016,36300.2904,
Conv1,0,159,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,57717,5016,36300.2904,
Conv1,0,160,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,58080,5016,36300.2904,
Conv1,0,161,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,58443,5016,36300.2904,
Conv1,0,162,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,58806,5016,36300.2904,
Conv1,0,163,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,59169,5016,36300.2904,
Conv1,0,164,497,0,0,1324224,13794,34848,18240,0,5016,0,96,38,209497.7544,175092.0336,132001.056,0.0,501600.0,0.0,529689.6,1547880.444,59532,5016,36300.2904,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Conv1,0,total,60029,1727,168806,1054152000,10980750,5749920,18572136,34848,4086984,0,,,166771238.7,28890185.544,134404691.018,94994.95104,408698400.0,0.0,421660800.0,1160425315.26,170533,4052136,29324903.0184,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Conv2,0,0,2912,35752,0,157286400,614400,614400,196608,614400,614400,0,256,256,9331261.44,3087022.08,1422832.4352,1674842.112,61440000.0,0.0,62914560.0,139870518.067,0,0,0.0,
Conv2,0,1,2912,0,0,157286400,614400,614400,196608,0,0,0,256,256,9331261.44,3087022.08,1422832.4352,0.0,0.0,0.0,62914560.0,76755675.9552,2400,0,0.0,
Conv2,0,2,2912,0,0,157286400,614400,614400,196608,0,0,0,256,256,9331261.44,3087022.08,1422832.4352,0.0,0.0,0.0,62914560.0,76755675.9552,4800,0,0.0,
Conv2,0,3,2912,0,0,157286400,614400,614400,196608,0,0,0,256,256,9331261.44,3087022.08,1422832.4352,0.0,0.0,0.0,62914560.0,76755675.9552,7200,0,0.0,
Conv2,0,4,2912,0,0,157286400,614400,614400,196608,0,0,0,256,256,9331261.44,3087022.08,1422832.4352,0.0,0.0,0.0,62914560.0,76755675.9552,9600,0,0.0,
Conv2,0,5,2912,0,0,157286400,614400,614400,196608,0,0,0,256,256,9331261.44,3087022.08,1422832.4352,0.0,0.0,0.0,62914560.0,76755675.9552,12000,0,0.0,
Conv2,0,6,2912,0,0,157286400,614400,614400,196608,0,0,0,256,256,9331261.44,3087022.08,1422832.4352,0.0,0.0,0.0,62914560.0,76755675.9552,14400,0,0.0,
Conv2,0,7,2912,0,0,157286400,614400,614400,196608,0,0,0,256,256,9331261.44,3087022.08,1422832.4352,0.0,0.0,0.0,62914560.0,76755675.9552,16800,0,0.0,
Conv2,0,8,2912,0,0,157286400,614400,614400,196608,0,0,0,256,256,9331261.44,3087022.08,1422832.4352,0.0,0.0,0.0,62914560.0,76755675.9552,19200,0,0.0,
Conv2,0,9,2912,0,0,157286400,614400,614400,196608,0,0,0,256,256,9331261.44,3087022.08,1422832.4352,0.0,0.0,0.0,62914560.0,76755675.9552,21600,0,0.0,
Conv2,0,10,2912,0,0,157286400,614400,614400,196608,0,0,0,256,256,9331261.44,3087022.08,1422832.4352,0.0,0.0,0.0,62914560.0,76755675.9552,24000,0,0.0,
Conv2,0,11,2912,0,0,157286400,614400,614400,196608,0,0,0,256,256,9331261.44,3087022.08,1422832.4352,0.0,0.0,0.0,62914560.0,76755675.9552,26400,0,0.0,
Conv2,0,12,2912,0,0,157286400,614400,614400,196608,0,0,0,256,256,9331261.44,3087022.08,1422832.4352,0.0,0.0,0.0,62914560.0,76755675.9552,28800,0,0.0,
Conv2,0,13,2912,0,0,157286400,614400,614400,196608,0,0,0,256,256,9331261.44,3087022.08,1422832.4352,0.0,0.0,0.0,62914560.0,76755675.9552,31200,0,0.0,
Conv2,0,14,2912,0,0,157286400,614400,614400,196608,0,0,0,256,256,9331261.44,3087022.08,1422832.4352,0.0,0.0,0.0,62914560.0,76755675.9552,33600,0,0.0,
Conv2,0,15,2912,0,0,157286400,614400,614400,196608,0,0,0,256,256,9331261.44,3087022.08,1422832.4352,0.0,0.0,0.0,62914560.0,76755675.9552,36000,0,0.0,
Conv2,0,16,2912,0,0,157286400,614400,614400,196608,0,0,0,256,256,9331261.44,3087022.08,1422832.4352,0.0,0.0,0.0,62914560.0,76755675.9552,38400,0,0.0,
Conv2,0,17,2912,0,0,157286400,614400,614400,196608,0,0,0,256,256,9331261.44,3087022.08,1422832.4352,0.0,0.0,0.0,62914560.0,76755675.9552,40800,0,0.0,
Conv2,0,18,2912,0,0,157286400,614400,614400,196608,0,0,0,256,256,9331261.44,3087022.08,1422832.4352,0.0,0.0,0.0,62914560.0,76755675.9552,43200,0,0.0,
Conv2,0,19,2912,0,0,157286400,614400,614400,196608,0,0,0,256,256,9331261.44,3087022.08,1422832.4352,0.0,0.0,0.0,62914560.0,76755675.9552,45600,0,0.0,
Conv2,0,20,2912,0,0,157286400,614400,614400,196608,0,0,0,256,256,9331261.44,3087022.08,1422832.4352,0.0,0.0,0.0,62914560.0,76755675.9552,48000,0,0.0,
Conv2,0,21,2912,0,0,157286400,614400,614400,196608,0,0,0,256,256,9331261.44,3087022.08,1422832.4352,0.0,0.0,0.0,62914560.0,76755675.9552,50400,0,0.0,
Conv2,0,22,2912,0,0,157286400,614400,614400,196608,0,0,0,256,256,9331261.44,3087022.08,1422832.4352,0.0,0.0,0.0,62914560.0,76755675.9552,52800,0,0.0,
Conv2,0,23,2912,0,0,157286400,614400,614400,196608,0,0,0,256,256,9331261.44,3087022.08,1422832.4352,0.0,0.0,0.0,62914560.0,76755675.9552,55200,0,0.0,
Conv2,0,24,2912,0,0,157286400,614400,614400,196608,0,0,0,256,256,9331261.44,3087022.08,1422832.4352,0.0,0.0,0.0,62914560.0,76755675.9552,57600,0,0.0,
Conv2,0,25,2912,0,0,157286400,614400,614400,196608,0,0,0,256,256,9331261.44,3087022.08,1422832.4352,0.0,0.0,0.0,62914560.0,76755675.9552,60000,0,0.0,
Conv2,0,26,2912,0,0,157286400,614400,614400,196608,0,0,0,256,256,9331261.44,3087022.08,1422832.4352,0.0,0.0,0.0,62914560.0,76755675.9552,62400,0,0.0,
Conv2,0,27,2912,0,0,157286400,614400,614400,196608,0,0,0,256,256,9331261.44,3087022.08,1422832.4352,0.0,0.0,0.0,62914560.0,76755675.9552,64800,0,0.0,
Conv2,0,28,2912,0,0,157286400,614400,614400,196608,0,0,0,256,256,9331261.44,3087022.08,1422832.4352,0.0,0.0,0.0,62914560.0,76755675.9552,67200,0,0.0,
Conv2,0,29,2912,0,0,157286400,614400,614400,196608,0,0,0,256,256,9331261.44,3087022.08,1422832.4352,0.0,0.0,0.0,62914560.0,76755675.9552,69600,0,0.0,
Conv2,0,30,2912,0,0,157286400,614400,614400,196608,0,0,0,256,256,9331261.44,3087022.08,1422832.4352,0.0,0.0,0.0,62914560.0,76755675.9552,72000,0,0.0,
Conv2,0,31,2912,0,0,157286400,614400,614400,196608,0,0,0,256,256,9331261.44,3087022.08,1422832.4352,0.0,0.0,0.0,62914560.0,76755675.9552,74400,0,0.0,
Conv2,0,32,2912,0,0,157286400,614400,614400,196608,0,0,0,256,256,9331261.44,3087022.08,1422832.4352,0.0,0.0,0.0,62914560.0,76755675.9552,76800,0,0.0,
Conv2,0,33,2912,0,0,157286400,614400,614400,196608,0,0,0,256,256,9331261.44,3087022.08,1422832.4352,0.0,0.0,0.0,62914560.0,76755675.9552,79200,0,0.0,
Conv2,0,34,2912,0,0,157286400,614400,614400,196608,0,0,0,256,256,9331261.44,3087022.08,1422832.4352,0.0,0.0,0.0,62914560.0,76755675.9552,81600,0,0.0,
Conv2,0,35,2912,0,0,157286400,614400,614400,196608,0,0,0,256,256,9331261.44,3087022.08,1422832.4352,0.0,0.0,0.0,62914560.0,76755675.9552,84000,0,0.0,
Conv2,0,36,2912,0,0,157286400,614400,614400,196608,0,0,0,256,256,9331261.44,3087022.08,1422832.4352,0.0,0.0,0.0,62914560.0,76755675.9552,86400,0,0.0,
Conv2,0,37,2912,0,0,157286400,614400,614400,196608,0,0,0,256,256,9331261.44,3087022.08,1422832.4352,0.0,0.0,0.0,62914560.0,76755675.9552,88800,0,0.0,
Conv2,0,38,2912,0,0,157286400,614400,614400,196608,0,0,0,256,256,9331261.44,3087022.08,1422832.4352,0.0,0.0,0.0,62914560.0,76755675.9552,91200,0,0.0,
Conv2,0,39,2912,0,0,157286400,614400,614400,196608,0,0,0,256,256,9331261.44,3087022.08,1422832.4352,0.0,0.0,0.0,62914560.0,76755675.9552,93600,0,0.0,
Conv2,0,40,2912,0,0,157286400,614400,614400,196608,0,0,0,256,256,9331261.44,3087022.08,1422832.4352,0.0,0.0,0.0,62914560.0,76755675.9552,96000,0,0.0,
Conv2,0,41,2912,0,0,157286400,614400,614400,196608,0,0,0,256,256,9331261.44,3087022.08,1422832.4352,0.0,0.0,0.0,62914560.0,76755675.9552,98400,0,0.0,
Conv2,0,42,2912,0,0,157286400,614400,614400,196608,0,0,0,256,256,9331261.44,3087022.08,1422832.4352,0.0,0.0,0.0,62914560.0,76755675.9552,100800,0,0.0,
Conv2,0,43,2912,0,0,157286400,614400,614400,196608,0,0,0,256,256,9331261.44,3087022.08,1422832.4352,0.0,0.0,0.0,62914560.0,76755675.9552,103200,0,0.0,
Conv2,0,44,2912,0,0,157286400,614400,614400,196608,0,0,0,256,256,9331261.44,3087022.08,1422832.4352,0.0,0.0,0.0,62914560.0,76755675.9552,105600,0,0.0,
Conv2,0,45,2912,0,0,157286400,614400,614400,196608,0,0,0,256,256,9331261.44,3087022.08,1422832.4352,0.0,0.0,0.0,62914560.0,76755675.9552,108000,0,0.0,
Conv2,0,46,2912,0,0,157286400,614400,614400,196608,0,0,0,256,256,9331261.44,3087022.08,1422832.4352,0.0,0.0,0.0,62914560.0,76755675.9552,110400,0,0.0,
Conv2,0,47,2912,0,0,157286400,614400,614400,196608,0,0,0,256,256,9331261.44,3087022.08,1422832.4352,0.0,0.0,0.0,62914560.0,76755675.9552,112800,0,0.0,
Conv2,0,48,2912,0,0,157286400,614400,614400,196608,0,0,0,256,256,9331261.44,3087022.08,1422832.4352,0.0,0.0,0.0,62914560.0,76755675.9552,115200,0,0.0,
Conv2,0,49,2912,0,0,157286400,614400,614400,196608,0,0,0,256,256,9331261.44,3087022.08,1422832.4352,0.0,0.0,0.0,62914560.0,76755675.9552,117600,0,0.0,
Conv2,0,50,2912,0,0,157286400,614400,614400,196608,0,0,0,256,256,9331261.44,3087022.08,1422832.4352,0.0,0.0,0.0,62914560.0,76755675.9552,120000,0,0.0,
Conv2,0,51,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,122400,0,0.0,
Conv2,0,52,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,124800,0,0.0,
Conv2,0,53,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,127200,0,0.0,
Conv2,0,54,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,129600,0,0.0,
Conv2,0,55,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,132000,0,0.0,
Conv2,0,56,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,134400,0,0.0,
Conv2,0,57,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,136800,0,0.0,
Conv2,0,58,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,139200,0,0.0,
Conv2,0,59,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,141600,0,0.0,
Conv2,0,60,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,144000,0,0.0,
Conv2,0,61,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,146400,0,0.0,
Conv2,0,62,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,148800,0,0.0,
Conv2,0,63,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,151200,0,0.0,
Conv2,0,64,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,153600,0,0.0,
Conv2,0,65,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,156000,0,0.0,
Conv2,0,66,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,158400,0,0.0,
Conv2,0,67,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,160800,0,0.0,
Conv2,0,68,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,163200,0,0.0,
Conv2,0,69,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,165600,0,0.0,
Conv2,0,70,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,168000,0,0.0,
Conv2,0,71,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,170400,0,0.0,
Conv2,0,72,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,172800,0,0.0,
